taxid,rank,date,shield_no
940635,SERGEANT,11/26/2013,1940
940635,LIEUTENANT,6/29/2018,
951140,POLICE OFFICER,7/6/2011,10159
944158,POLICE OFFICER,1/10/2007,27559
944158,SERGEANT,6/29/2012,4628
944158,LIEUTENANT,8/22/2017,
970137,POLICE OFFICER,11/2/2020,25603
956199,POLICE OFFICER,1/8/2014,13798
971198,POLICE OFFICER,2/24/2021,25378
947399,POLICE OFFICER,7/8/2008,18264
969324,POLICE OFFICER,1/6/2020,6868
953311,POLICE OFFICER,7/11/2012,24105
959009,POLICE OFFICER,7/8/2015,20604
971639,POLICE OFFICER,4/28/2021,15799
920759,POLICE OFFICER,12/8/1997,30600
920759,SERGEANT,6/30/2006,795
920759,SGT DET SQUAD,6/24/2022,
951141,POLICE OFFICER,7/6/2011,8254
951141,SERGEANT,7/27/2018,4580
968742,POLICE OFFICER,10/7/2019,7114
967293,POLICE OFFICER,1/3/2019,26009
944159,POLICE OFFICER,1/10/2007,16476
931040,POLICE OFFICER,7/1/2002,5810
931040,SERGEANT,9/29/2008,4119
954271,POLICE OFFICER,1/9/2013,3015
954271,DETECTIVE,6/10/2021,3486
954271,SERGEANT,2/9/2022,3001
914011,POLICE OFFICER,5/1/1995,26455
914011,POLICE OFFICER,7/13/2004,24789
914011,POLICE OFFICER,11/26/2013,2806
968092,POLICE OFFICER,7/1/2019,14776
966807,POLICE OFFICER,10/24/2018,2025
940103,POLICE OFFICER,1/9/2006,31517
940103,DETECTIVE,10/30/2019,2621
956200,POLICE OFFICER,1/8/2014,5281
956200,SERGEANT,2/9/2022,2997
965451,POLICE OFFICER,1/10/2018,9498
973708,POLICE OFFICER,12/29/2021,30472
968743,POLICE OFFICER,10/7/2019,21689
935591,POLICE OFFICER,7/1/2004,3880
935591,SERGEANT,3/30/2012,3926
972901,POLICE OFFICER,10/12/2021,2509
970806,POLICE OFFICER,12/29/2020,8202
971199,POLICE OFFICER,2/24/2021,26219
943730,POLICE OFFICER,1/10/2007,20183
943730,SERGEANT,6/29/2012,4629
943730,LIEUTENANT,4/30/2020,
949545,POLICE OFFICER,7/6/2010,4077
949545,SERGEANT,7/28/2017,3495
953313,POLICE OFFICER,7/11/2012,3363
939308,POLICE OFFICER,7/11/2005,805
939308,SERGEANT,9/30/2013,4515
939308,LIEUTENANT,2/9/2022,
969325,POLICE OFFICER,1/6/2020,28897
952166,POLICE OFFICER,1/9/2012,21666
943731,POLICE OFFICER,1/10/2007,18767
943731,SERGEANT,10/18/2021,3092
937377,POLICE OFFICER,1/10/2005,19741
937377,DETECTIVE,6/10/2021,3814
971200,POLICE OFFICER,2/24/2021,23315
933253,POLICE OFFICER,7/1/2003,27480
939309,POLICE OFFICER,7/11/2005,28303
939309,POLICE OFFICER,6/10/2011,1020
939309,DETECTIVE,11/3/2014,1636
963716,POLICE OFFICER,4/12/2017,8739
967296,POLICE OFFICER,1/3/2019,28991
935592,POLICE OFFICER,7/1/2004,12568
935592,DETECTIVE,11/24/2020,6417
935592,SERGEANT,10/18/2021,3105
945293,POLICE OFFICER,7/9/2007,11353
968744,POLICE OFFICER,10/7/2019,8104
973709,POLICE OFFICER,12/29/2021,27724
948412,POLICE OFFICER,7/14/2009,27268
948412,SERGEANT,10/26/2018,1483
954272,POLICE OFFICER,1/9/2013,12969
939310,POLICE OFFICER,7/11/2005,11471
972902,POLICE OFFICER,10/12/2021,2910
943732,POLICE OFFICER,1/10/2007,13489
943732,SERGEANT,1/28/2016,3327
952167,POLICE OFFICER,1/9/2012,20224
965453,POLICE OFFICER,1/10/2018,26649
946164,POLICE OFFICER,1/7/2008,24736
946164,SERGEANT,4/25/2014,3267
946164,LIEUTENANT,5/3/2019,
969327,POLICE OFFICER,1/6/2020,13864
933243,POLICE OFFICER,7/1/2003,2015
933243,DETECTIVE,2/28/2008,3026
933243,DETECTIVE,6/28/2011,2036
933243,DETECTIVE,7/5/2011,3026
970807,POLICE OFFICER,12/29/2020,10929
933254,POLICE OFFICER,7/1/2003,27074
947677,POLICE OFFICER,7/8/2008,15927
947677,POLICE OFFICER,11/12/2013,23722
947677,DETECTIVE,10/26/2018,5481
942429,POLICE OFFICER,7/10/2006,1137
942429,DETECTIVE,1/28/2016,5238
955377,POLICE OFFICER,7/9/2013,6583
962731,POLICE OFFICER,10/11/2016,19352
939311,POLICE OFFICER,7/11/2005,29879
939311,SERGEANT,9/5/2014,4216
939311,LIEUTENANT,6/24/2022,
962732,POLICE OFFICER,10/11/2016,19840
940636,POLICE OFFICER,1/9/2006,4766
940636,DETECTIVE,6/26/2015,4501
940636,SERGEANT,2/9/2022,3004
948122,POLICE OFFICER,1/14/2009,9675
948122,SERGEANT,8/30/2016,736
972903,POLICE OFFICER,10/12/2021,3132
934110,POLICE OFFICER,1/20/2004,17501
934110,DETECTIVE,10/31/2008,4573
934110,SERGEANT,9/24/2010,2954
934110,LIEUTENANT,11/22/2016,
934110,CAPTAIN,7/30/2021,
916523,POLICE OFFICER,6/30/1995,5338
916523,DETECTIVE,12/20/1999,7423
916523,SERGEANT,3/30/2001,624
916523,LIEUTENANT,5/28/2004,
916523,CAPTAIN,12/23/2009,
916523,DEPUTY INSPECTOR,9/29/2014,
916523,INSPECTOR,12/19/2019,
929036,POLICE OFFICER,7/2/2001,31569
929036,SERGEANT,5/30/2008,2021
929036,LIEUTENANT,11/25/2014,
970808,POLICE OFFICER,12/29/2020,2143
970809,POLICE OFFICER,12/29/2020,2639
967662,POLICE OFFICER,4/15/2019,16779
972904,POLICE OFFICER,10/12/2021,4661
934399,POLICE OFFICER,7/1/2004,24606
951144,POLICE OFFICER,7/6/2011,25264
951144,DETECTIVE,1/25/2019,6733
949723,POLICE OFFICER,7/6/2010,2917
949723,DETECTIVE,6/10/2021,3615
949723,SERGEANT,7/21/2022,370
946165,POLICE OFFICER,1/7/2008,27731
946165,DETECTIVE,7/28/2017,3635
946165,DETECTIVE,12/1/2017,1033
942430,POLICE OFFICER,7/10/2006,6669
942430,DETECTIVE,8/22/2017,999
935593,POLICE OFFICER,7/1/2004,24966
944934,POLICE OFFICER,7/9/2007,15380
964239,POLICE OFFICER,7/5/2017,15736
934111,POLICE OFFICER,1/20/2004,3402
934111,DETECTIVE,2/27/2009,4995
957084,POLICE OFFICER,7/9/2014,15651
931925,POLICE OFFICER,7/1/2002,2738
931925,DETECTIVE,12/21/2012,6586
951145,POLICE OFFICER,7/6/2011,9049
959134,POLICE OFFICER,7/8/2015,19538
959134,DETECTIVE,7/30/2021,4453
956201,POLICE OFFICER,1/8/2014,12456
934351,POLICE OFFICER,7/1/2004,2174
934351,DETECTIVE,4/30/2020,4509
942431,POLICE OFFICER,7/10/2006,13247
942431,DETECTIVE,11/24/2015,2785
965454,POLICE OFFICER,1/10/2018,24969
944935,POLICE OFFICER,7/9/2007,18541
955378,POLICE OFFICER,7/9/2013,22044
940637,POLICE OFFICER,1/9/2006,10601
940637,POLICE OFFICER,11/29/2018,13958
962733,POLICE OFFICER,10/11/2016,19847
959135,POLICE OFFICER,7/8/2015,20474
942432,POLICE OFFICER,7/10/2006,27285
942432,DETECTIVE,6/2/2014,4361
925987,POLICE OFFICER,3/1/2000,7319
925987,DETECTIVE,11/21/2017,2973
965455,POLICE OFFICER,1/10/2018,28832
931926,POLICE OFFICER,7/1/2002,2833
942433,POLICE OFFICER,7/10/2006,14721
931936,POLICE OFFICER,7/1/2002,15152
972205,POLICE OFFICER,7/7/2021,21500
962056,POLICE OFFICER,7/13/2016,8546
949546,POLICE OFFICER,7/6/2010,9241
947697,POLICE OFFICER,7/8/2008,25636
951811,POLICE OFFICER,1/9/2012,20013
933256,POLICE OFFICER,7/1/2003,28103
933256,DETECTIVE,7/25/2008,3289
961169,POLICE OFFICER,1/6/2016,1900
972905,POLICE OFFICER,10/12/2021,3776
965456,POLICE OFFICER,1/10/2018,2581
927416,POLICE OFFICER,9/29/2000,9204
927416,DETECTIVE,11/21/2017,4676
932050,POLICE OFFICER,7/1/2002,28101
935595,POLICE OFFICER,7/1/2004,13772
935595,SERGEANT,9/3/2021,2480
961038,POLICE OFFICER,1/6/2016,8481
940912,POLICE OFFICER,1/9/2006,30308
940912,DETECTIVE,3/1/2013,635
949906,POLICE OFFICER,7/6/2011,8104
949906,SERGEANT,3/5/2019,3811
964726,POLICE OFFICER,10/18/2017,10766
955379,POLICE OFFICER,7/9/2013,21286
944160,POLICE OFFICER,1/10/2007,15747
949547,POLICE OFFICER,7/6/2010,4426
937379,POLICE OFFICER,1/10/2005,8735
937379,SERGEANT,10/25/2013,5128
937379,LIEUTENANT,7/21/2022,
968093,POLICE OFFICER,7/1/2019,18747
943735,POLICE OFFICER,1/10/2007,7220
943735,POLICE OFFICER,9/16/2013,8330
943735,SERGEANT,5/2/2016,2086
943735,LIEUTENANT,3/18/2021,
931927,POLICE OFFICER,7/1/2002,6665
931927,DETECTIVE,8/31/2018,1529
959932,POLICE OFFICER,10/7/2015,18771
961170,POLICE OFFICER,1/6/2016,1904
927807,POLICE OFFICER,7/2/2001,7052
927807,SERGEANT,1/26/2007,4265
927807,LIEUTENANT,1/29/2021,
919624,POLICE OFFICER,4/15/1997,25256
962057,POLICE OFFICER,7/13/2016,9792
962057,POLICE OFFICER,9/14/2018,9291
968094,POLICE OFFICER,7/1/2019,327
970138,POLICE OFFICER,11/2/2020,25219
948531,POLICE OFFICER,1/11/2010,8539
970139,POLICE OFFICER,11/2/2020,25612
972210,POLICE OFFICER,7/7/2021,28472
972210,POLICE OFFICER,10/1/2021,1830
966305,POLICE OFFICER,7/2/2018,9882
935596,POLICE OFFICER,7/1/2004,20430
935596,DETECTIVE,8/5/2009,787
935596,SERGEANT,12/21/2012,1922
935596,LIEUTENANT,6/30/2017,
935596,LT DET COMMANDER,7/21/2022,
965457,POLICE OFFICER,1/10/2018,17431
973711,POLICE OFFICER,12/29/2021,28730
945488,POLICE OFFICER,1/7/2008,28638
945488,SERGEANT,7/27/2018,42
942409,POLICE OFFICER,7/10/2006,13040
946421,POLICE OFFICER,1/7/2008,25597
947401,POLICE OFFICER,7/8/2008,20388
947401,DETECTIVE,7/28/2014,3158
956202,POLICE OFFICER,1/8/2014,3221
968095,POLICE OFFICER,7/1/2019,21485
951146,POLICE OFFICER,7/6/2011,28921
927418,POLICE OFFICER,9/29/2000,4290
927418,DETECTIVE,11/22/2004,7978
932206,POLICE OFFICER,7/1/2003,29594
952168,POLICE OFFICER,1/9/2012,15436
952168,DETECTIVE,2/9/2022,5434
965840,POLICE OFFICER,4/25/2018,5512
970361,POLICE OFFICER,11/16/2020,24713
972207,POLICE OFFICER,7/7/2021,27591
937381,POLICE OFFICER,1/10/2005,8766
937381,SERGEANT,3/18/2021,667
955380,POLICE OFFICER,7/9/2013,4610
966808,POLICE OFFICER,10/24/2018,3041
943737,POLICE OFFICER,1/10/2007,960
943737,SERGEANT,12/22/2020,1733
946167,POLICE OFFICER,1/7/2008,25956
946167,DETECTIVE,7/29/2019,1892
955381,POLICE OFFICER,7/9/2013,5576
955382,POLICE OFFICER,7/9/2013,696
955382,DETECTIVE,4/1/2022,3226
954275,POLICE OFFICER,1/9/2013,25194
942436,POLICE OFFICER,7/10/2006,8562
934113,POLICE OFFICER,1/20/2004,25101
938988,POLICE OFFICER,7/11/2005,16005
938988,SERGEANT,6/26/2015,5383
964241,POLICE OFFICER,7/5/2017,14648
939590,POLICE OFFICER,7/11/2005,8454
939590,DETECTIVE,11/3/2014,1958
939590,SERGEANT,6/26/2015,5388
939590,SERGEANT,8/4/2015,1050
939590,SGT DET SQUAD,12/22/2017,
951148,POLICE OFFICER,7/6/2011,25743
951148,SERGEANT,9/3/2021,2465
933258,POLICE OFFICER,7/1/2003,18618
933258,POLICE OFFICER,2/25/2010,18678
947403,POLICE OFFICER,7/8/2008,622
920765,POLICE OFFICER,12/8/1997,10936
920765,SERGEANT,6/30/2005,2008
920765,LIEUTENANT,8/2/2011,
920765,LT DET COMMANDER,2/26/2016,
904900,POLICE OFFICER,8/30/1993,11974
904900,SERGEANT,7/31/2006,1435
904900,SGT DET SQUAD,4/30/2020,
937383,POLICE OFFICER,1/10/2005,26260
955387,POLICE OFFICER,7/9/2013,31955
955387,SERGEANT,8/30/2019,5597
965458,POLICE OFFICER,1/10/2018,20190
895910,POLICE OFFICER,1/1/1990,23101
895910,DETECTIVE,5/27/1999,6338
963233,POLICE OFFICER,1/4/2017,19652
942437,POLICE OFFICER,7/10/2006,2486
942437,SERGEANT,6/29/2012,4653
942437,LIEUTENANT,11/22/2016,
947376,POLICE OFFICER,7/8/2008,3028
966809,POLICE OFFICER,10/24/2018,2043
968745,POLICE OFFICER,10/7/2019,31903
969329,POLICE OFFICER,1/6/2020,4548
940639,POLICE OFFICER,1/9/2006,3959
940639,DETECTIVE,6/10/2021,3487
973712,POLICE OFFICER,12/29/2021,29034
951149,POLICE OFFICER,7/6/2011,9052
956205,POLICE OFFICER,1/8/2014,7045
918596,POLICE OFFICER,7/18/1996,20905
918596,SERGEANT,1/26/2007,4266
973713,POLICE OFFICER,12/29/2021,29478
965459,POLICE OFFICER,1/10/2018,31842
925988,POLICE OFFICER,3/1/2000,12095
925988,DETECTIVE,2/27/2009,5027
961171,POLICE OFFICER,1/6/2016,3541
961171,DETECTIVE,5/27/2022,5065
935598,POLICE OFFICER,7/1/2004,719
935598,DETECTIVE,8/30/2016,5097
935599,POLICE OFFICER,7/1/2004,3882
935599,DETECTIVE,6/10/2021,3819
933259,POLICE OFFICER,7/1/2003,3561
933259,DETECTIVE,11/22/2016,5615
946543,POLICE OFFICER,1/7/2008,31106
946543,POLICE OFFICER,6/17/2011,31209
946543,SERGEANT,2/9/2022,3034
967663,POLICE OFFICER,4/15/2019,5287
907153,POLICE OFFICER,2/28/1994,28786
907153,DETECTIVE,5/30/2008,2786
931049,POLICE OFFICER,7/1/2002,6968
955383,POLICE OFFICER,7/9/2013,8064
953316,POLICE OFFICER,7/11/2012,31633
929042,POLICE OFFICER,7/2/2001,4419
929042,SERGEANT,2/25/2011,3922
929042,LIEUTENANT,8/22/2017,
929042,CAPTAIN,6/10/2021,
931928,POLICE OFFICER,7/1/2002,18470
931928,DETECTIVE,7/21/2022,546
935600,POLICE OFFICER,7/1/2004,13482
935600,SERGEANT,1/28/2016,323
953317,POLICE OFFICER,7/11/2012,974
932207,POLICE OFFICER,7/1/2003,12957
932207,DETECTIVE,3/28/2008,452
949548,POLICE OFFICER,7/6/2010,9325
949548,DETECTIVE,6/10/2021,7152
939319,POLICE OFFICER,7/11/2005,9893
939319,DETECTIVE,12/21/2012,6914
949549,POLICE OFFICER,7/6/2010,11624
949549,DETECTIVE,11/26/2019,3061
949550,POLICE OFFICER,7/6/2010,6577
949550,SERGEANT,2/24/2017,2049
965460,POLICE OFFICER,1/10/2018,27011
952169,POLICE OFFICER,1/9/2012,13531
952169,POLICE OFFICER,10/24/2014,14532
952169,SERGEANT,5/29/2020,5305
952169,SERGEANT,12/7/2020,5026
935602,POLICE OFFICER,7/1/2004,4337
935794,POLICE OFFICER,7/1/2004,16290
937384,POLICE OFFICER,1/10/2005,26191
942439,POLICE OFFICER,7/10/2006,2544
967299,POLICE OFFICER,1/3/2019,24650
968746,POLICE OFFICER,10/7/2019,6268
939321,POLICE OFFICER,7/11/2005,11552
939321,DETECTIVE,10/26/2012,6882
939321,DETECTIVE,1/7/2014,647
943738,POLICE OFFICER,1/10/2007,11957
943738,SERGEANT,6/29/2012,4639
947835,POLICE OFFICER,7/8/2008,26171
951150,POLICE OFFICER,7/6/2011,27426
958009,POLICE OFFICER,1/7/2015,16829
931051,POLICE OFFICER,7/1/2002,3516
931051,DETECTIVE,12/23/2008,3516
961172,POLICE OFFICER,1/6/2016,2341
964242,POLICE OFFICER,7/5/2017,18523
935689,POLICE OFFICER,7/1/2004,13560
959136,POLICE OFFICER,7/8/2015,7175
959136,DETECTIVE,12/21/2021,5538
931052,POLICE OFFICER,7/1/2002,20410
958010,POLICE OFFICER,1/7/2015,4591
969330,POLICE OFFICER,1/27/2020,23280
970141,POLICE OFFICER,11/2/2020,26625
959934,POLICE OFFICER,10/7/2015,16430
939322,POLICE OFFICER,7/11/2005,7589
970811,POLICE OFFICER,12/29/2020,25203
970811,POLICE OFFICER,3/4/2021,3378
904905,POLICE OFFICER,8/30/1993,30183
962810,POLICE OFFICER,10/11/2016,22695
942440,POLICE OFFICER,7/10/2006,13996
942440,SERGEANT,8/30/2016,827
942440,LIEUTENANT,4/30/2020,
970142,POLICE OFFICER,11/2/2020,10208
969331,POLICE OFFICER,1/6/2020,8037
963719,POLICE OFFICER,4/12/2017,6363
941160,POLICE OFFICER,1/9/2006,23666
966810,POLICE OFFICER,10/24/2018,15955
952170,POLICE OFFICER,1/9/2012,2411
952170,SERGEANT,1/30/2018,4275
940642,POLICE OFFICER,1/9/2006,31177
940642,SERGEANT,9/5/2014,4283
924394,POLICE OFFICER,7/7/1999,21028
924394,DETECTIVE,3/30/2007,6030
927423,POLICE OFFICER,9/29/2000,19144
927423,DETECTIVE,3/30/2007,5055
948413,POLICE OFFICER,7/14/2009,26688
964727,POLICE OFFICER,10/18/2017,15468
971201,POLICE OFFICER,2/24/2021,25891
941752,POLICE OFFICER,7/10/2006,30491
941752,DETECTIVE,6/10/2021,3816
962734,POLICE OFFICER,10/11/2016,22235
972906,POLICE OFFICER,10/12/2021,2915
945436,POLICE OFFICER,1/7/2008,26898
945436,SERGEANT,6/10/2021,1382
949943,POLICE OFFICER,7/6/2011,6255
966811,POLICE OFFICER,10/24/2018,18376
966812,POLICE OFFICER,10/24/2018,28126
971640,POLICE OFFICER,4/28/2021,15849
918226,POLICE OFFICER,7/18/1996,7288
940365,POLICE OFFICER,1/9/2006,30424
946168,POLICE OFFICER,1/7/2008,26184
946168,DETECTIVE,6/10/2021,3493
937921,POLICE OFFICER,7/11/2005,29562
940050,POLICE OFFICER,1/9/2006,5644
940050,DETECTIVE,6/28/2013,1283
946169,POLICE OFFICER,1/7/2008,26379
942442,POLICE OFFICER,7/10/2006,2570
942442,POLICE OFFICER,6/9/2010,15293
937841,POLICE OFFICER,7/11/2005,9338
937841,DETECTIVE,12/18/2014,778
956207,POLICE OFFICER,1/8/2014,9572
956207,DETECTIVE,11/21/2017,2996
916539,POLICE OFFICER,6/30/1995,26894
916539,POLICE OFFICER,11/9/1999,2612
916539,SERGEANT,8/18/2000,5453
916539,LIEUTENANT,11/25/2003,
916539,CAPTAIN,2/29/2008,
916539,DEPUTY INSPECTOR,12/21/2012,
916539,INSPECTOR,11/25/2014,
916539,DEPUTY CHIEF,8/22/2017,
916539,ASSISTANT CHIEF,10/30/2020,
972417,POLICE OFFICER,7/13/2021,26828
923045,POLICE OFFICER,8/31/1998,23365
923045,DETECTIVE,1/29/2003,2365
918617,POLICE OFFICER,7/18/1996,17444
918617,DETECTIVE,4/24/2009,2650
954276,POLICE OFFICER,1/9/2013,6528
929046,POLICE OFFICER,7/2/2001,24584
929046,DETECTIVE,10/31/2008,1224
937385,POLICE OFFICER,1/10/2005,6544
937385,DETECTIVE,3/26/2010,6543
951152,POLICE OFFICER,7/6/2011,1434
951152,DETECTIVE,10/18/2021,6317
904912,POLICE OFFICER,8/30/1993,7127
904912,SERGEANT,2/26/1999,4366
904912,LIEUTENANT,3/26/2004,
914163,POLICE OFFICER,5/1/1995,1137
914163,DETECTIVE,1/16/1998,6040
955385,POLICE OFFICER,7/9/2013,10655
955385,DETECTIVE,10/18/2021,6312
955386,POLICE OFFICER,7/9/2013,2365
961174,POLICE OFFICER,1/6/2016,9921
965461,POLICE OFFICER,1/10/2018,10670
971202,POLICE OFFICER,2/24/2021,26514
972907,POLICE OFFICER,10/12/2021,4062
970143,POLICE OFFICER,11/2/2020,10804
937922,POLICE OFFICER,7/11/2005,27981
973715,POLICE OFFICER,12/29/2021,30703
968096,POLICE OFFICER,7/1/2019,18749
956258,POLICE OFFICER,1/8/2014,9602
956258,DETECTIVE,11/24/2020,7338
954277,POLICE OFFICER,1/9/2013,4640
954277,DETECTIVE,10/30/2019,2624
959935,POLICE OFFICER,10/7/2015,21760
942444,POLICE OFFICER,7/10/2006,8719
923043,POLICE OFFICER,8/31/1998,23360
946705,POLICE OFFICER,7/8/2008,1236
946705,SERGEANT,6/30/2017,3726
946705,LIEUTENANT,2/9/2022,
942660,POLICE OFFICER,7/10/2006,2829
942660,SERGEANT,6/26/2015,5389
956208,POLICE OFFICER,1/8/2014,16579
972209,POLICE OFFICER,7/7/2021,28289
972211,POLICE OFFICER,7/7/2021,10200
961175,POLICE OFFICER,1/6/2016,11276
959933,POLICE OFFICER,10/7/2015,29757
951153,POLICE OFFICER,7/6/2011,31057
951153,DETECTIVE,5/29/2020,6904
953320,POLICE OFFICER,7/11/2012,23018
937387,POLICE OFFICER,1/10/2005,12601
931930,POLICE OFFICER,7/1/2002,5823
931930,SERGEANT,7/27/2007,4495
931930,SGT DET SQUAD,12/21/2021,
935604,POLICE OFFICER,7/1/2004,31994
971641,POLICE OFFICER,4/28/2021,16316
970812,POLICE OFFICER,12/29/2020,7238
949552,POLICE OFFICER,7/6/2010,3649
949552,SERGEANT,1/28/2016,3332
949552,LIEUTENANT,8/30/2019,
961176,POLICE OFFICER,1/6/2016,6882
934610,POLICE OFFICER,7/1/2004,30726
943741,POLICE OFFICER,1/10/2007,24918
943741,SERGEANT,8/3/2012,5316
953321,POLICE OFFICER,7/11/2012,15885
973716,POLICE OFFICER,12/29/2021,30010
970144,POLICE OFFICER,11/2/2020,25114
935605,POLICE OFFICER,7/1/2004,5355
935605,SERGEANT,8/30/2012,5600
961177,POLICE OFFICER,1/6/2016,17116
961177,DETECTIVE,12/21/2021,5541
965462,POLICE OFFICER,1/10/2018,27014
924400,POLICE OFFICER,7/7/1999,5829
924400,DETECTIVE,10/28/2016,5829
965463,POLICE OFFICER,1/10/2018,26659
955390,POLICE OFFICER,7/9/2013,28468
955390,DETECTIVE,7/30/2021,3938
939324,POLICE OFFICER,7/11/2005,2824
939325,POLICE OFFICER,7/11/2005,7939
939325,DETECTIVE,9/28/2017,3691
943742,POLICE OFFICER,1/10/2007,5708
943742,SERGEANT,6/28/2013,2438
943742,LIEUTENANT,8/30/2016,
943742,CAPTAIN,8/31/2018,
957085,POLICE OFFICER,7/9/2014,3521
947406,POLICE OFFICER,7/8/2008,18310
968748,POLICE OFFICER,10/7/2019,4416
955391,POLICE OFFICER,7/9/2013,7450
923465,POLICE OFFICER,7/7/1999,163
945296,POLICE OFFICER,7/9/2007,11450
945296,SERGEANT,6/30/2017,3732
942445,POLICE OFFICER,7/10/2006,1194
942445,SERGEANT,9/28/2012,1345
942445,LIEUTENANT,6/5/2018,
965464,POLICE OFFICER,1/10/2018,26385
959936,POLICE OFFICER,10/7/2015,22048
959936,DETECTIVE,4/1/2022,3227
964243,POLICE OFFICER,7/5/2017,18530
937388,POLICE OFFICER,1/10/2005,31599
937388,DETECTIVE,5/29/2012,3105
964728,POLICE OFFICER,10/18/2017,17865
959138,POLICE OFFICER,7/8/2015,19758
937389,POLICE OFFICER,1/10/2005,24421
973718,POLICE OFFICER,12/29/2021,29497
957922,POLICE OFFICER,1/7/2015,16757
973152,POLICE OFFICER,10/15/2021,6545
973152,POLICE OFFICER,3/4/2022,2687
937889,POLICE OFFICER,7/11/2005,7105
937889,SERGEANT,8/29/2013,4145
937889,LIEUTENANT,6/24/2022,
962735,POLICE OFFICER,10/11/2016,22652
937391,POLICE OFFICER,1/10/2005,31605
937391,SERGEANT,8/25/2011,2569
937391,LIEUTENANT,11/24/2015,
929051,POLICE OFFICER,7/2/2001,29356
929051,DETECTIVE,8/5/2009,6669
929051,SERGEANT,4/28/2017,666
947836,POLICE OFFICER,7/8/2008,9826
964729,POLICE OFFICER,10/18/2017,2624
924743,POLICE OFFICER,7/7/1999,5347
924743,DETECTIVE,1/31/2008,3656
965465,POLICE OFFICER,1/10/2018,30574
971642,POLICE OFFICER,4/28/2021,17158
940646,POLICE OFFICER,1/9/2006,30313
951155,POLICE OFFICER,7/6/2011,23341
951155,SERGEANT,8/31/2018,4868
937393,POLICE OFFICER,1/10/2005,28501
962736,POLICE OFFICER,10/11/2016,21497
966306,POLICE OFFICER,7/2/2018,14926
948414,POLICE OFFICER,7/14/2009,27606
958011,POLICE OFFICER,1/7/2015,8510
970814,POLICE OFFICER,12/29/2020,7241
970145,POLICE OFFICER,11/2/2020,24714
935608,POLICE OFFICER,7/1/2004,2732
940647,POLICE OFFICER,1/9/2006,1029
955392,POLICE OFFICER,7/9/2013,20627
955392,DETECTIVE,11/24/2020,6463
939327,POLICE OFFICER,7/11/2005,1075
933264,POLICE OFFICER,7/1/2003,4218
972212,POLICE OFFICER,7/7/2021,27017
964730,POLICE OFFICER,10/18/2017,3326
964731,POLICE OFFICER,10/18/2017,4074
949141,POLICE OFFICER,7/6/2010,5666
947408,POLICE OFFICER,7/8/2008,24467
947408,DETECTIVE,11/3/2014,1653
947408,SERGEANT,12/19/2019,5144
929052,POLICE OFFICER,7/2/2001,17677
929052,DETECTIVE,12/21/2012,6922
947409,POLICE OFFICER,7/8/2008,14027
947409,DETECTIVE,5/2/2016,7040
934118,POLICE OFFICER,1/20/2004,23972
934118,SERGEANT,2/27/2009,1147
934118,LIEUTENANT,1/25/2013,
934118,CAPTAIN,6/24/2016,
934118,DEPUTY INSPECTOR,7/30/2021,
970146,POLICE OFFICER,11/2/2020,23347
953322,POLICE OFFICER,7/11/2012,9334
953322,SERGEANT,6/10/2021,1392
961180,POLICE OFFICER,1/6/2016,12156
961180,POLICE OFFICER,5/4/2018,27332
973719,POLICE OFFICER,12/29/2021,29758
969333,POLICE OFFICER,1/6/2020,25022
962737,POLICE OFFICER,10/11/2016,22116
971203,POLICE OFFICER,2/24/2021,25901
921715,POLICE OFFICER,7/1/1998,15485
921715,SERGEANT,6/28/2013,2333
949553,POLICE OFFICER,7/6/2010,10915
964732,POLICE OFFICER,10/18/2017,5587
968749,POLICE OFFICER,10/7/2019,24839
968097,POLICE OFFICER,7/1/2019,17458
963235,POLICE OFFICER,1/4/2017,19677
963236,POLICE OFFICER,1/4/2017,24067
955112,POLICE OFFICER,7/9/2013,14273
955112,DETECTIVE,6/10/2021,3501
939329,POLICE OFFICER,7/11/2005,1859
939329,SERGEANT,4/29/2011,1370
939329,LIEUTENANT,7/28/2014,
939329,CAPTAIN,11/26/2019,
939329,DEPUTY INSPECTOR,7/21/2022,
930913,POLICE OFFICER,7/1/2003,14447
965842,POLICE OFFICER,4/25/2018,12007
920769,POLICE OFFICER,12/8/1997,27261
920769,DETECTIVE,12/22/2020,3520
972908,POLICE OFFICER,10/12/2021,7754
963720,POLICE OFFICER,4/12/2017,9371
931061,POLICE OFFICER,7/1/2002,15125
931061,DETECTIVE,10/31/2008,1399
961181,POLICE OFFICER,1/6/2016,10385
964244,POLICE OFFICER,7/5/2017,18544
929054,POLICE OFFICER,7/2/2001,16053
961183,POLICE OFFICER,1/6/2016,4836
962738,POLICE OFFICER,10/11/2016,23361
933266,POLICE OFFICER,7/1/2003,18684
933266,POLICE OFFICER,11/7/2012,23182
933266,DETECTIVE,10/30/2015,502
972909,POLICE OFFICER,10/12/2021,8431
968750,POLICE OFFICER,10/7/2019,25870
964246,POLICE OFFICER,7/5/2017,16512
953324,POLICE OFFICER,7/11/2012,2651
962058,POLICE OFFICER,7/13/2016,10514
947809,POLICE OFFICER,7/8/2008,9206
970815,POLICE OFFICER,12/29/2020,6112
947686,POLICE OFFICER,7/8/2008,2323
947686,SERGEANT,1/28/2016,3335
957087,POLICE OFFICER,7/9/2014,15677
969334,POLICE OFFICER,1/6/2020,27876
934119,POLICE OFFICER,1/20/2004,23263
934119,DETECTIVE,11/24/2015,2855
